,time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,total load actual
688,2015-01-29 15:00:00+00:00,490.0,138.43661971830986,3715.0,4332.0,360.0,881.0,1059.0,1401.0,7093.0,38.0,75.0,949.0,201.0,17256.0,34270.0
689,2015-01-29 16:00:00+00:00,488.0,141.73239436619718,3703.0,4548.0,360.0,544.0,1124.0,1329.0,7093.0,38.0,80.0,372.0,207.0,17287.0,34695.0
690,2015-01-29 17:00:00+00:00,490.0,145.0281690140845,3767.0,4802.0,366.0,390.0,1178.0,2382.0,7094.0,38.0,79.0,108.0,207.0,17344.0,36210.0
691,2015-01-29 18:00:00+00:00,489.0,148.32394366197184,3694.0,5384.0,365.0,1.0,1193.0,3176.0,7093.0,38.0,79.0,98.0,199.0,17436.0,38037.0
692,2015-01-29 19:00:00+00:00,478.0,151.61971830985914,3715.0,5451.0,358.0,1.0,1222.0,3077.0,7093.0,37.0,80.0,95.0,197.0,17125.0,38090.0
693,2015-01-29 20:00:00+00:00,472.0,154.9154929577465,4006.0,4925.0,351.0,1.0,1200.0,3018.0,7092.0,37.0,78.0,71.0,205.0,17007.0,37247.0
694,2015-01-29 21:00:00+00:00,458.0,158.2112676056338,3730.0,4296.0,344.0,4.0,1191.0,2537.0,7092.0,38.0,75.0,55.0,207.0,16882.0,34593.0
695,2015-01-29 22:00:00+00:00,430.0,161.50704225352112,3554.0,3254.0,330.0,671.0,1156.0,1639.0,7092.0,38.0,73.0,55.0,205.0,16936.0,31448.0
696,2015-01-29 23:00:00+00:00,419.0,164.80281690140845,2982.0,2244.0,261.0,2231.0,1119.0,1736.0,7093.0,38.0,64.0,55.0,201.0,16909.0,28858.0
697,2015-01-30 00:00:00+00:00,416.0,168.09859154929578,2855.0,1532.0,219.0,3149.0,1150.0,1594.0,7093.0,38.0,63.0,55.0,200.0,16583.0,26636.0
698,2015-01-30 01:00:00+00:00,408.0,171.3943661971831,2822.0,1424.0,183.0,3448.0,1157.0,1393.0,7096.0,39.0,63.0,55.0,185.0,15697.0,25401.0
699,2015-01-30 02:00:00+00:00,388.0,174.69014084507043,2790.0,1471.0,183.0,3573.0,1133.0,1258.0,7098.0,39.0,64.0,55.0,180.0,14890.0,24727.0
700,2015-01-30 03:00:00+00:00,390.0,177.98591549295776,2885.0,1500.0,183.0,3542.0,1140.0,1403.0,7098.0,39.0,63.0,55.0,179.0,14263.0,24566.0
701,2015-01-30 04:00:00+00:00,394.0,181.28169014084506,2906.0,1469.0,184.0,3437.0,1140.0,1328.0,7098.0,39.0,63.0,55.0,177.0,14584.0,24991.0
702,2015-01-30 05:00:00+00:00,406.0,184.5774647887324,2926.0,1516.0,211.0,2849.0,1176.0,1691.0,7098.0,39.0,65.0,55.0,183.0,15387.0,27327.0
703,2015-01-30 06:00:00+00:00,419.0,187.8732394366197,3135.0,1629.0,265.0,877.0,1208.0,2149.0,7097.0,39.0,72.0,56.0,192.0,15658.0,31748.0
704,2015-01-30 07:00:00+00:00,447.0,191.16901408450704,3521.0,1822.0,322.0,22.0,1287.0,3146.0,7098.0,39.0,74.0,62.0,198.0,15679.0,34549.0
705,2015-01-30 08:00:00+00:00,454.0,194.46478873239437,3433.0,1628.0,339.0,467.0,1320.0,3432.0,7101.0,45.0,74.0,288.0,196.0,15716.0,35625.0
706,2015-01-30 09:00:00+00:00,460.0,197.7605633802817,3412.0,1554.0,346.0,872.0,1335.0,3674.0,7099.0,51.0,77.0,783.0,202.0,15628.0,36120.0
707,2015-01-30 10:00:00+00:00,470.0,201.05633802816902,3537.0,1595.0,360.0,736.0,1323.0,3521.0,7097.0,52.0,78.0,1180.0,199.0,15436.0,36200.0
708,2015-01-30 11:00:00+00:00,465.0,204.35211267605632,3686.0,1749.0,359.0,145.0,1294.0,3903.0,7097.0,50.0,80.0,1336.0,194.0,15313.0,35845.0
709,2015-01-30 12:00:00+00:00,482.0,207.64788732394368,3520.0,1854.0,352.0,68.0,1295.0,4258.0,7096.0,52.0,78.0,1202.0,199.0,15490.0,35785.0
710,2015-01-30 13:00:00+00:00,483.0,210.94366197183098,3469.0,1866.0,348.0,68.0,1311.0,3994.0,7096.0,52.0,81.0,1078.0,207.0,15388.0,34533.0
711,2015-01-30 14:00:00+00:00,484.0,214.2394366197183,3422.0,1920.0,343.0,68.0,1286.0,4018.0,7096.0,48.0,83.0,906.0,208.0,15150.0,33900.0
712,2015-01-30 15:00:00+00:00,490.0,217.53521126760563,3495.0,1962.0,345.0,68.0,1314.0,3958.0,7097.0,49.0,82.0,613.0,196.0,14815.0,33609.0
713,2015-01-30 16:00:00+00:00,489.0,220.83098591549296,4048.0,1971.0,349.0,68.0,1317.0,4214.0,7097.0,49.0,80.0,266.0,195.0,14512.0,33987.0
714,2015-01-30 17:00:00+00:00,491.0,224.1267605633803,4139.0,1947.0,357.0,68.0,1336.0,5091.0,7099.0,49.0,83.0,128.0,193.0,14243.0,35326.0
715,2015-01-30 18:00:00+00:00,495.0,227.42253521126761,4408.0,1865.0,361.0,68.0,1385.0,5920.0,7101.0,49.0,87.0,130.0,192.0,14103.0,36795.0
716,2015-01-30 19:00:00+00:00,484.0,230.71830985915494,4502.0,1857.0,359.0,17.0,1393.0,5961.0,7101.0,49.0,83.0,32.0,189.0,13366.0,36331.0
717,2015-01-30 20:00:00+00:00,481.0,234.01408450704224,4576.0,1808.0,348.0,19.0,1371.0,6848.0,7100.0,48.0,79.0,17.0,190.0,12801.0,35407.0
718,2015-01-30 21:00:00+00:00,465.0,237.30985915492957,4052.0,1764.0,342.0,65.0,1258.0,5738.0,7100.0,38.0,75.0,50.0,198.0,13046.0,33421.0
719,2015-01-30 22:00:00+00:00,416.0,240.6056338028169,3836.0,1180.0,332.0,163.0,1226.0,4731.0,7098.0,38.0,77.0,26.0,202.0,13097.0,30783.0
720,2015-01-30 23:00:00+00:00,403.0,243.90140845070422,3215.0,1076.0,227.0,493.0,1185.0,4940.0,7098.0,38.0,65.0,23.0,201.0,13036.0,28724.0
721,2015-01-31 00:00:00+00:00,401.0,247.19718309859155,2693.0,1103.0,200.0,1456.0,1187.0,4783.0,7098.0,39.0,64.0,121.0,200.0,12413.0,26851.0
722,2015-01-31 01:00:00+00:00,398.0,250.49295774647888,2611.0,1079.0,197.0,1634.0,1181.0,3791.0,7098.0,39.0,65.0,121.0,199.0,11631.0,25022.0
723,2015-01-31 02:00:00+00:00,400.0,253.7887323943662,2470.0,1055.0,185.0,1733.0,1169.0,2840.0,7097.0,39.0,64.0,121.0,201.0,11544.0,24140.0
724,2015-01-31 03:00:00+00:00,402.0,257.08450704225356,2521.0,1222.0,181.0,2283.0,1154.0,3057.0,7099.0,39.0,64.0,121.0,201.0,11179.0,23748.0
725,2015-01-31 04:00:00+00:00,400.0,260.38028169014086,2428.0,1348.0,184.0,2599.0,1157.0,2552.0,7100.0,39.0,65.0,121.0,200.0,11530.0,23734.0
726,2015-01-31 05:00:00+00:00,387.0,263.67605633802816,2422.0,1337.0,185.0,3215.0,1170.0,2662.0,7101.0,39.0,63.0,120.0,200.0,12282.0,24183.0
727,2015-01-31 06:00:00+00:00,372.0,266.9718309859155,2391.0,1280.0,193.0,2032.0,1205.0,3005.0,7103.0,39.0,65.0,44.0,190.0,12564.0,25325.0
728,2015-01-31 07:00:00+00:00,368.0,270.2676056338028,2396.0,949.0,194.0,1003.0,1230.0,2797.0,7104.0,39.0,65.0,37.0,181.0,13358.0,26867.0
729,2015-01-31 08:00:00+00:00,382.0,273.5633802816901,2395.0,940.0,201.0,661.0,1264.0,3563.0,7102.0,39.0,63.0,468.0,167.0,13455.0,29396.0
730,2015-01-31 09:00:00+00:00,397.0,276.85915492957747,2243.0,1013.0,208.0,157.0,1303.0,4476.0,7101.0,40.0,62.0,1303.0,182.0,13774.0,31862.0
731,2015-01-31 10:00:00+00:00,407.0,280.1549295774648,2183.0,1024.0,201.0,136.0,1326.0,3980.0,7102.0,43.0,65.0,1850.0,185.0,14414.0,32130.0
732,2015-01-31 11:00:00+00:00,405.0,283.4507042253521,2178.0,1028.0,192.0,340.0,1327.0,3110.0,7102.0,44.0,69.0,2419.0,185.0,15115.0,31592.0
733,2015-01-31 12:00:00+00:00,394.0,286.7464788732394,2177.0,1052.0,205.0,590.0,1311.0,3209.0,7104.0,44.0,67.0,2551.0,186.0,15451.0,31584.0
734,2015-01-31 13:00:00+00:00,386.0,290.0422535211268,2208.0,1104.0,186.0,834.0,1309.0,3732.0,7104.0,44.0,67.0,2434.0,182.0,15190.0,30788.0
735,2015-01-31 14:00:00+00:00,388.0,293.3380281690141,2178.0,1170.0,188.0,887.0,1304.0,3600.0,7103.0,44.0,63.0,2144.0,170.0,14410.0,29436.0
736,2015-01-31 15:00:00+00:00,387.0,296.6338028169014,2115.0,1268.0,200.0,816.0,1261.0,3392.0,7102.0,44.0,62.0,1805.0,173.0,13917.0,28691.0
737,2015-01-31 16:00:00+00:00,387.0,299.92957746478874,2490.0,1257.0,202.0,915.0,1247.0,3070.0,7101.0,45.0,63.0,1213.0,172.0,14531.0,28705.0
738,2015-01-31 17:00:00+00:00,382.0,303.2253521126761,3415.0,1269.0,200.0,624.0,1342.0,3985.0,7102.0,45.0,65.0,417.0,172.0,14644.0,30555.0
739,2015-01-31 18:00:00+00:00,373.0,306.5211267605634,3922.0,1320.0,205.0,227.0,1400.0,5535.0,7103.0,45.0,66.0,125.0,182.0,14280.0,32787.0
740,2015-01-31 19:00:00+00:00,369.0,309.8169014084507,4206.0,1375.0,205.0,228.0,1414.0,5913.0,7104.0,46.0,64.0,121.0,183.0,14069.0,33309.0
741,2015-01-31 20:00:00+00:00,369.0,313.11267605633805,4354.0,1365.0,206.0,227.0,1412.0,5582.0,7105.0,47.0,64.0,100.0,187.0,13581.0,32984.0
742,2015-01-31 21:00:00+00:00,365.0,316.40845070422534,4007.0,1358.0,206.0,227.0,1391.0,5500.0,7104.0,47.0,64.0,82.0,186.0,13380.0,31484.0
743,2015-01-31 22:00:00+00:00,366.0,319.70422535211264,3189.0,1335.0,206.0,429.0,1324.0,4652.0,7106.0,46.0,62.0,54.0,185.0,13449.0,29537.0
744,2015-01-31 23:00:00+00:00,433.0,323.0,4826.0,4883.0,169.0,498.0,1002.0,2408.0,7099.0,43.0,75.0,48.0,210.0,3360.0,24298.0
745,2015-02-01 00:00:00+00:00,445.0,316.0,4891.0,4676.0,187.0,1085.0,949.0,1204.0,7098.0,43.0,72.0,49.0,198.0,3088.0,21881.0
746,2015-02-01 01:00:00+00:00,441.0,320.0,4652.0,4693.0,180.0,1693.0,936.0,743.0,7099.0,43.0,72.0,48.0,194.0,3014.0,20495.0
747,2015-02-01 02:00:00+00:00,440.0,323.0,4603.0,4587.0,180.0,1934.0,930.0,636.0,7098.0,43.0,74.0,48.0,202.0,2821.0,19730.0
748,2015-02-01 03:00:00+00:00,432.0,310.0,4212.0,4597.0,177.0,1947.0,921.0,505.0,7100.0,44.0,74.0,47.0,209.0,2928.0,19500.0
749,2015-02-01 04:00:00+00:00,443.0,237.0,4215.0,4718.0,181.0,1898.0,928.0,545.0,7100.0,44.0,75.0,47.0,211.0,3119.0,20113.0
750,2015-02-01 05:00:00+00:00,435.0,282.0,4641.0,4934.0,188.0,1635.0,936.0,908.0,7101.0,44.0,74.0,47.0,210.0,3157.0,22153.0
751,2015-02-01 06:00:00+00:00,449.0,312.0,4765.0,5269.0,222.0,480.0,980.0,1174.0,7101.0,44.0,75.0,48.0,208.0,3289.0,24710.5
752,2015-02-01 07:00:00+00:00,453.0,312.0,4938.0,5652.0,288.0,443.15384615384613,1031.0,3229.0,7099.0,44.0,75.0,73.0,207.0,3102.0,27268.0
753,2015-02-01 08:00:00+00:00,452.0,302.0,4997.0,5770.0,296.0,406.3076923076923,1083.0,4574.0,7097.0,43.0,71.0,809.0,204.0,2838.0,29825.5
754,2015-02-01 09:00:00+00:00,460.0,304.0,5393.0,5951.0,306.0,369.46153846153845,1179.0,5066.0,7098.0,43.0,73.0,1981.0,204.0,2272.0,32383.0
755,2015-02-01 10:00:00+00:00,450.0,317.0,4967.0,5997.0,318.0,332.61538461538464,1124.0,5357.0,7097.0,42.0,73.0,3082.0,205.0,1795.0,32358.0
756,2015-02-01 11:00:00+00:00,405.0,317.0,5247.0,6008.0,333.0,295.7692307692308,1119.0,4416.0,7095.0,42.0,72.0,3817.0,200.0,1413.0,32535.444444444445
757,2015-02-01 12:00:00+00:00,402.0,317.0,5449.0,6005.0,318.0,258.9230769230769,1171.0,4475.0,7096.0,41.0,73.0,3836.0,193.0,1347.0,32712.88888888889
758,2015-02-01 13:00:00+00:00,400.0,317.0,5266.0,5995.0,327.0,222.0769230769231,1216.0,4412.0,7098.0,42.0,79.0,3701.0,199.0,1345.0,32890.333333333336
759,2015-02-01 14:00:00+00:00,393.0,321.0,5209.0,5939.0,345.0,185.23076923076923,1204.0,3403.0,7097.0,41.0,79.0,3475.0,204.0,1487.0,33067.77777777778
760,2015-02-01 15:00:00+00:00,413.0,325.0,5642.0,6000.0,345.0,148.38461538461536,1193.0,3333.0,7097.0,40.0,77.0,2742.0,203.0,1648.0,33245.22222222222
761,2015-02-01 16:00:00+00:00,465.0,321.0,6127.0,5912.0,346.0,111.53846153846155,1214.0,4684.0,7096.0,41.0,77.0,1281.0,207.0,1857.0,33422.666666666664
762,2015-02-01 17:00:00+00:00,482.0,326.0,7386.0,6002.0,340.0,74.69230769230768,1299.0,6187.0,7095.0,41.0,79.0,328.0,208.0,1864.0,33600.11111111111
763,2015-02-01 18:00:00+00:00,474.0,326.0,7963.0,6026.0,343.0,37.84615384615381,1313.0,6895.0,7096.0,42.0,82.0,161.0,207.0,1813.0,33777.555555555555
764,2015-02-01 19:00:00+00:00,479.0,326.0,8036.0,6029.0,355.0,1.0,1329.0,7180.0,7096.0,42.0,82.0,124.0,209.0,1731.0,33955.0
765,2015-02-01 20:00:00+00:00,484.0,326.0,7546.0,6027.0,362.0,75.5,1288.0,7833.0,7096.0,43.0,79.0,86.0,210.0,1816.0,33851.0
766,2015-02-01 21:00:00+00:00,486.0,326.0,7109.0,6024.0,349.0,150.0,1244.0,7205.0,7094.0,42.0,79.0,62.0,207.0,1960.0,32324.0
767,2015-02-01 22:00:00+00:00,489.0,326.0,5930.0,6024.0,349.0,224.5,1207.0,5791.0,7096.0,43.0,81.0,62.0,207.0,1912.0,29866.0
768,2015-02-01 23:00:00+00:00,448.0,332.08247422680415,3859.0,1488.0,212.0,299.0,1250.0,3927.0,7107.0,45.0,64.0,138.0,185.0,9032.0,26687.0
769,2015-02-02 00:00:00+00:00,443.0,338.16494845360825,3921.0,1541.0,212.0,866.0,1260.0,3183.0,7106.0,45.0,64.0,137.0,172.0,8519.0,24609.0
770,2015-02-02 01:00:00+00:00,446.0,344.24742268041234,3756.0,1641.0,211.0,1291.0,1256.0,2713.0,7107.0,45.0,64.0,137.0,153.0,8232.0,23347.0
771,2015-02-02 02:00:00+00:00,419.0,350.3298969072165,3461.0,1729.0,208.0,1779.0,1246.0,2570.0,7105.0,45.0,65.0,136.0,153.0,8330.0,22836.0
772,2015-02-02 03:00:00+00:00,409.0,356.41237113402065,3387.0,1795.0,211.0,2290.0,1242.0,2706.0,7107.0,45.0,63.0,116.0,153.0,8367.0,22833.0
773,2015-02-02 04:00:00+00:00,422.0,362.49484536082474,3395.0,2248.0,212.0,2184.0,1245.0,2681.0,7107.0,45.0,64.0,90.0,151.0,8505.0,23665.0
774,2015-02-02 05:00:00+00:00,458.0,368.57731958762884,3880.0,2905.0,219.0,1034.0,1243.0,3210.0,7103.0,44.0,66.0,90.0,150.0,8563.0,26861.0
775,2015-02-02 06:00:00+00:00,477.0,374.659793814433,4429.0,3535.0,243.0,225.0,1270.0,4856.0,7102.0,54.0,63.0,91.0,153.0,8273.0,31940.0
776,2015-02-02 07:00:00+00:00,493.0,380.74226804123714,4866.0,4320.0,283.0,210.4,1322.0,7022.0,7105.0,84.0,65.0,122.0,159.0,7650.0,35395.0
777,2015-02-02 08:00:00+00:00,504.0,386.82474226804123,4967.0,4680.0,291.0,195.8,1360.0,6700.0,7107.0,85.0,67.0,455.0,165.0,7409.0,36738.0
778,2015-02-02 09:00:00+00:00,518.0,392.90721649484533,4942.0,5065.0,302.0,181.2,1388.0,6680.0,7107.0,85.0,67.0,950.0,160.0,7497.0,37638.0
779,2015-02-02 10:00:00+00:00,512.0,398.9896907216495,4994.0,5305.0,296.0,166.6,1364.0,6426.0,7106.0,88.0,69.0,1330.0,158.0,7931.0,37733.0
780,2015-02-02 11:00:00+00:00,516.0,405.07216494845363,4883.0,5459.0,291.0,152.0,1402.0,5565.0,7106.0,89.0,69.0,1486.0,164.0,8464.0,37491.0
781,2015-02-02 12:00:00+00:00,514.0,411.1546391752577,4774.0,5499.0,295.0,137.4,1478.0,5069.0,7106.0,87.0,69.0,1489.0,164.0,9472.0,37419.0
782,2015-02-02 13:00:00+00:00,509.0,417.2371134020618,4783.0,5506.0,289.0,122.8,1477.0,4282.0,7106.0,86.0,74.0,1282.0,165.0,10421.0,36417.0
783,2015-02-02 14:00:00+00:00,509.0,423.319587628866,4870.0,5560.0,275.0,108.2,1468.0,3561.0,7106.0,87.0,75.0,1086.0,166.0,10640.0,36008.0
784,2015-02-02 15:00:00+00:00,502.0,429.4020618556701,5047.0,5560.0,282.0,93.6,1460.0,3856.0,7106.0,89.0,75.0,786.0,163.0,10345.0,35839.0
785,2015-02-02 16:00:00+00:00,499.0,435.4845360824742,5391.0,5561.0,278.0,79.0,1465.0,4538.0,7105.0,88.0,76.0,343.0,166.0,10108.0,36047.0
786,2015-02-02 17:00:00+00:00,511.0,441.5670103092783,5839.0,5567.0,300.0,64.4,1492.0,5549.0,7105.0,89.0,78.0,91.0,163.0,9833.0,37111.0
787,2015-02-02 18:00:00+00:00,516.0,447.64948453608247,6089.0,5623.0,311.0,49.80000000000001,1501.0,6612.0,7107.0,86.0,81.0,56.0,191.0,10065.0,38943.0
788,2015-02-02 19:00:00+00:00,515.0,453.7319587628866,5849.0,5589.0,309.0,35.20000000000002,1508.0,5743.0,7107.0,87.0,82.0,55.0,191.0,10236.0,39042.0
789,2015-02-02 20:00:00+00:00,514.0,459.8144329896907,5565.0,5553.0,309.0,20.599999999999994,1525.0,5103.0,7107.0,87.0,83.0,41.0,193.0,10803.0,37941.0
790,2015-02-02 21:00:00+00:00,494.0,465.8969072164948,4531.0,5208.0,303.0,6.0,1495.0,4449.0,7107.0,87.0,78.0,43.0,186.0,11060.0,35104.0
791,2015-02-02 22:00:00+00:00,486.0,471.97938144329896,3842.0,4674.0,294.0,335.0,1456.0,3183.0,7110.0,86.0,78.0,42.0,194.0,11138.0,31650.0
792,2015-02-02 23:00:00+00:00,436.0,478.0618556701031,3691.0,1196.0,241.0,1572.0,1430.0,3348.0,7092.0,82.0,63.0,77.0,211.0,11088.0,24402.0
793,2015-02-03 00:00:00+00:00,437.0,484.1443298969072,3421.0,1166.0,190.0,1959.0,1410.0,2904.0,7092.0,82.0,64.0,77.0,194.0,10943.0,23007.0
794,2015-02-03 01:00:00+00:00,420.0,490.2268041237113,3418.0,1159.0,187.0,2062.0,1396.0,2968.0,7095.0,82.0,60.0,77.0,196.0,10174.0,22192.0
795,2015-02-03 02:00:00+00:00,398.0,496.30927835051546,3361.0,1125.0,187.0,2258.0,1396.0,3018.0,7095.0,82.0,58.0,77.0,195.0,9913.0,21722.0
796,2015-02-03 03:00:00+00:00,403.0,502.3917525773196,3419.0,1224.0,178.0,2211.0,1393.0,3067.0,7096.0,83.0,59.0,75.0,195.0,9435.0,21804.0
797,2015-02-03 04:00:00+00:00,427.0,508.4742268041237,3569.0,1473.0,188.0,1683.0,1391.0,3154.0,7095.0,83.0,62.0,75.0,196.0,9181.0,22627.0
798,2015-02-03 05:00:00+00:00,448.0,514.5567010309278,3875.0,1775.0,223.0,866.0,1432.0,3539.0,7096.0,83.0,68.0,75.0,206.0,9034.0,25334.0
799,2015-02-03 06:00:00+00:00,492.0,520.639175257732,4111.0,2487.0,284.0,20.0,1445.0,4450.0,7096.0,84.0,66.0,80.0,213.0,8472.0,29383.0
800,2015-02-03 07:00:00+00:00,498.0,526.7216494845361,4675.0,3168.0,305.0,11.0,1503.0,5515.0,7101.0,83.0,64.0,426.0,216.0,7837.0,31951.0
801,2015-02-03 08:00:00+00:00,500.0,532.8041237113403,4921.0,3731.0,311.0,2.0,1553.0,6692.0,7104.0,83.0,69.0,1339.0,225.0,7008.0,33325.0
802,2015-02-03 09:00:00+00:00,501.0,538.8865979381443,5043.0,3548.0,316.0,2.0,1560.0,6921.0,7105.0,84.0,70.0,2394.0,227.0,6743.0,33781.0
803,2015-02-03 10:00:00+00:00,499.0,544.9690721649484,4839.0,3588.0,316.0,2.0,1582.0,6511.0,7103.0,85.0,72.0,3133.0,226.0,6864.0,33672.0
804,2015-02-03 11:00:00+00:00,503.0,551.0515463917526,4842.0,3733.0,319.0,2.0,1611.0,6476.0,7101.0,84.0,73.0,3457.0,225.0,6669.0,33590.0
805,2015-02-03 12:00:00+00:00,503.0,557.1340206185566,4740.0,3678.0,316.0,2.0,1607.0,6153.0,7100.0,84.0,70.0,3612.0,228.0,6652.0,33224.0
806,2015-02-03 13:00:00+00:00,504.0,563.2164948453608,4419.0,3499.0,316.0,2.0,1625.0,5438.0,7100.0,84.0,74.0,3621.0,221.0,6711.0,32019.0
807,2015-02-03 14:00:00+00:00,507.0,569.2989690721649,4249.0,3173.0,315.0,2.0,1626.0,5070.0,7098.0,83.0,74.0,3525.0,222.0,6642.0,31275.0
808,2015-02-03 15:00:00+00:00,501.0,575.3814432989691,4463.0,3176.0,311.0,2.0,1604.0,5226.0,7096.0,85.0,73.0,3120.0,226.0,6334.0,30718.0
809,2015-02-03 16:00:00+00:00,502.0,581.4639175257732,5228.0,3391.0,315.0,141.0,1631.0,6076.0,7095.0,84.0,78.0,2238.0,228.0,5654.0,30570.0
810,2015-02-03 17:00:00+00:00,495.0,587.5463917525773,7189.0,3384.0,313.0,6.0,1643.0,6188.0,7095.0,84.0,77.0,987.0,226.0,4738.0,30646.0
811,2015-02-03 18:00:00+00:00,493.0,593.6288659793814,8084.0,3724.0,316.0,6.6,1686.0,8165.0,7096.0,83.0,81.0,394.0,228.0,4152.0,33367.0
812,2015-02-03 19:00:00+00:00,502.0,599.7113402061856,7315.0,4054.0,309.0,7.2,1689.0,8837.0,7097.0,84.0,82.0,273.0,218.0,3770.0,34373.0
813,2015-02-03 20:00:00+00:00,518.0,605.7938144329896,6814.0,4069.0,308.0,7.8,1678.0,8320.0,7097.0,83.0,81.0,251.0,225.0,3363.0,33375.0
814,2015-02-03 21:00:00+00:00,509.0,611.8762886597938,5903.0,4144.0,313.0,8.4,1645.0,7365.0,7098.0,83.0,71.0,213.0,227.0,2966.0,30865.0
815,2015-02-03 22:00:00+00:00,497.0,617.9587628865979,4971.0,4235.0,318.0,9.0,1612.0,6263.0,7098.0,84.0,73.0,162.0,224.0,2718.0,28152.0
816,2015-02-03 23:00:00+00:00,403.0,624.0412371134021,3820.0,1867.0,269.0,523.0,1462.0,1765.0,7089.0,84.0,59.0,666.0,169.0,8382.0,24449.0
817,2015-02-04 00:00:00+00:00,387.0,630.1237113402062,3627.0,1900.0,248.0,1415.0,1470.0,1549.0,7088.0,83.0,59.0,665.0,163.0,8060.0,22718.0
818,2015-02-04 01:00:00+00:00,371.0,636.2061855670103,3500.0,1596.0,248.0,1909.0,1338.0,1409.0,7085.0,83.0,59.0,661.0,168.0,7798.0,21561.0
819,2015-02-04 02:00:00+00:00,371.0,642.2886597938144,3608.0,1475.0,245.0,2278.0,1343.0,1292.0,7082.0,85.0,57.0,654.0,169.0,7380.0,20899.0
820,2015-02-04 03:00:00+00:00,368.0,648.3711340206186,3578.0,1561.0,248.0,2472.0,1339.0,1248.0,7082.0,84.0,59.0,633.0,166.0,7027.0,20602.0
821,2015-02-04 04:00:00+00:00,371.0,654.4536082474226,3727.0,1691.0,243.0,2466.0,1341.0,1353.0,7084.0,85.0,59.0,504.0,169.0,6648.0,20472.0
822,2015-02-04 05:00:00+00:00,366.0,660.5360824742268,3719.0,1688.0,242.0,1552.0,1337.0,1468.0,7085.0,85.0,57.0,228.0,162.0,6270.0,21161.0
823,2015-02-04 06:00:00+00:00,389.0,666.6185567010309,3809.0,1781.0,244.0,708.0,1379.0,1582.0,7087.0,85.0,59.0,147.0,166.0,6097.0,22317.0
824,2015-02-04 07:00:00+00:00,396.0,672.7010309278351,3535.0,1628.0,263.0,213.0,1375.0,1366.0,7088.0,85.0,59.0,436.0,175.0,5917.0,22741.0
825,2015-02-04 08:00:00+00:00,402.0,678.7835051546392,3594.0,1710.0,261.0,67.0,1401.0,2529.0,7086.0,66.0,58.0,1673.0,174.0,5328.0,24632.0
826,2015-02-04 09:00:00+00:00,400.0,684.8659793814433,3521.0,1752.0,263.0,43.0,1539.0,3583.0,7087.0,44.0,58.0,3635.0,176.0,4605.0,25861.0
827,2015-02-04 10:00:00+00:00,398.0,690.9484536082474,3418.0,1933.0,264.0,42.0,1544.0,3463.0,7087.0,43.0,56.0,4894.0,174.0,4333.0,26351.0
828,2015-02-04 11:00:00+00:00,393.0,697.0309278350516,3418.0,1984.0,263.0,41.0,1545.0,3483.0,7089.0,44.0,58.0,5323.0,179.0,4125.0,26253.0
829,2015-02-04 12:00:00+00:00,388.0,703.1134020618556,3423.0,2013.0,263.0,40.0,1542.0,3534.0,7087.0,44.0,62.0,5555.0,180.0,3933.0,26118.0
830,2015-02-04 13:00:00+00:00,384.0,709.1958762886597,3579.0,1949.0,263.0,39.0,1531.0,2573.0,7086.0,45.0,61.0,5620.0,181.0,3896.0,25402.0
831,2015-02-04 14:00:00+00:00,379.0,715.2783505154639,3518.0,2116.0,260.0,38.0,1531.0,2361.0,7080.0,45.0,62.0,5517.0,183.0,3954.0,24307.0
832,2015-02-04 15:00:00+00:00,373.0,721.360824742268,3510.0,1873.0,259.0,37.0,1538.0,2316.0,7079.0,45.0,62.0,5236.0,179.0,4163.0,23776.0
833,2015-02-04 16:00:00+00:00,365.0,727.4432989690722,3561.0,1777.0,262.0,36.0,1540.0,2244.0,7079.0,45.0,61.0,4798.0,180.0,4349.0,23464.0
834,2015-02-04 17:00:00+00:00,362.0,733.5257731958762,3594.0,1833.0,266.0,35.0,1537.0,2983.0,7083.0,46.0,62.0,3891.0,176.0,4443.0,23242.0
835,2015-02-04 18:00:00+00:00,366.0,739.6082474226804,3364.0,1874.0,266.0,34.0,1491.0,4503.0,7083.0,45.0,63.0,2315.0,179.0,4662.0,23417.0
836,2015-02-04 19:00:00+00:00,380.0,745.6907216494845,3468.0,1980.0,275.0,33.0,1506.0,5756.0,7080.0,43.0,62.0,1141.0,178.0,5206.0,24934.0
837,2015-02-04 20:00:00+00:00,381.0,751.7731958762886,3931.0,2284.0,274.0,32.0,1592.0,6097.0,7082.0,43.0,59.0,718.0,174.0,5987.0,27048.0
838,2015-02-04 21:00:00+00:00,374.0,757.8556701030927,3632.0,2110.0,276.0,31.0,1492.0,4932.0,7084.0,43.0,60.0,704.0,173.0,6407.0,25825.0
839,2015-02-04 22:00:00+00:00,374.0,763.9381443298969,3999.0,1806.0,272.0,30.0,1505.0,3307.0,7082.0,43.0,60.0,683.0,161.0,6550.0,24201.0
840,2015-02-04 23:00:00+00:00,372.0,770.020618556701,5340.0,3051.0,295.0,361.0,1258.0,1972.0,3899.0,49.0,68.0,321.0,158.0,5190.0,22311.0
